date,price,open,high,low,vol,change
6/7/2016,5422.6,5303.5,5422.6,5263.9,35.01M,1.99%
7/7/2016,5660.6,5541.6,5687.1,5488.7,25.99M,4.39%
8/7/2016,5647.4,5687.1,5713.5,5541.6,40.64M,-0.23%
11/7/2016,5356.4,5647.4,5673.9,5356.4,36.46M,-5.15%
12/7/2016,5435.8,5396.1,5475.5,5316.8,39.17M,1.48%
13/07/2016,5501.9,5488.7,5554.8,5488.7,26.46M,1.22%
14/07/2016,5316.8,5515.1,5528.4,5316.8,36.31M,-3.36%
15/07/2016,5369.7,5303.5,5382.9,5197.7,26.32M,0.99%
18/07/2016,5594.5,5369.7,5660.6,5356.4,42.27M,4.19%
19/07/2016,5554.8,5687.1,5687.1,5422.6,31.37M,-0.71%
20/07/2016,5435.8,5541.6,5581.3,5435.8,19.27M,-2.14%
21/07/2016,5449,5449,5528.4,5422.6,20.37M,0.24%
22/07/2016,5316.8,5422.6,5422.6,5158.1,36.66M,-2.43%
25/07/2016,5409.3,5369.7,5462.2,5303.5,26.60M,1.74%
26/07/2016,5594.5,5409.3,5594.5,5382.9,35.24M,3.42%
27/07/2016,5713.5,5687.1,5740,5607.7,51.62M,2.13%
28/07/2016,5898.7,5726.8,5925.1,5726.8,41.68M,3.24%
29/07/2016,5885.5,5911.9,5925.1,5819.3,43.71M,-0.22%
1/8/2016,5832.6,5898.7,5898.7,5753.2,32.86M,-0.90%
2/8/2016,5647.4,5766.4,5792.9,5647.4,44.99M,-3.18%
3/8/2016,5713.5,5621,5713.5,5607.7,21.54M,1.17%
4/8/2016,5634.2,5766.4,5779.7,5634.2,21.76M,-1.39%
5/8/2016,5700.3,5621,5700.3,5581.3,33.86M,1.17%
8/8/2016,5660.6,5713.5,5753.2,5647.4,13.98M,-0.70%
9/8/2016,5726.8,5647.4,5726.8,5647.4,16.61M,1.17%
10/8/2016,5991.3,5753.2,6083.9,5753.2,40.28M,4.62%
11/8/2016,6083.9,5991.3,6110.3,5991.3,27.76M,1.55%
12/8/2016,6057.4,6216.1,6242.6,6044.2,32.23M,-0.44%
15/08/2016,6123.5,6057.4,6123.5,6031,32.30M,1.09%
16/08/2016,6216.1,6176.4,6295.5,6150,25.41M,1.51%
17/08/2016,6427.7,6229.3,6480.6,6229.3,33.20M,3.40%
18/08/2016,6454.2,6493.9,6573.2,6427.7,29.07M,0.41%
19/08/2016,6374.8,6467.4,6507.1,6374.8,25.82M,-1.23%
22/08/2016,6414.5,6361.6,6441,6348.4,19.41M,0.62%
23/08/2016,6520.3,6401.3,6520.3,6401.3,24.87M,1.65%
24/08/2016,6480.6,6573.2,6679,6467.4,41.04M,-0.61%
25/08/2016,6746.7,6652.5,6746.7,6621.2,36.03M,4.11%
26/08/2016,6683.9,6746.7,6762.4,6668.2,14.15M,-0.93%
29/08/2016,6511.3,6668.2,6699.6,6511.3,30.19M,-2.58%
30/08/2016,6574.1,6464.3,6589.8,6417.2,18.85M,0.96%
31/08/2016,6715.3,6636.8,6731,6621.2,18.57M,2.15%
1/9/2016,6652.5,6715.3,6715.3,6621.2,14.02M,-0.94%
5/9/2016,6589.8,6683.9,6699.6,6574.1,22.27M,-0.94%
6/9/2016,6636.8,6621.2,6699.6,6605.5,20.59M,0.71%
7/9/2016,6903.6,6636.8,6903.6,6574.1,27.81M,4.02%
8/9/2016,7044.8,6903.6,7091.9,6840.8,34.03M,2.05%
9/9/2016,6950.6,7044.8,7060.5,6919.3,18.29M,-1.34%
12/9/2016,6746.7,6880,6887.9,6738.8,19.71M,-2.93%
13/09/2016,6856.5,6746.7,6919.3,6746.7,20.94M,1.63%
14/09/2016,6840.8,6801.6,6895.7,6801.6,8.80M,-0.23%
15/09/2016,6935,6809.4,6982,6809.4,18.54M,1.38%
16/09/2016,6982,6935,7013.4,6911.4,55.43M,0.68%
19/09/2016,7154.6,7060.5,7209.5,7044.8,26.48M,2.47%
20/09/2016,7131.1,7107.5,7170.3,7052.6,18.60M,-0.33%
21/09/2016,7154.6,7123.2,7248.8,7060.5,18.40M,0.33%
22/09/2016,7248.8,7233.1,7327.2,7170.3,26.47M,1.32%
23/09/2016,7201.7,7248.8,7280.1,7201.7,18.82M,-0.65%
26/09/2016,7209.5,7186,7256.6,7084,17.65M,0.11%
27/09/2016,7256.6,7201.7,7272.3,7186,21.32M,0.65%
28/09/2016,7327.2,7295.8,7374.3,7256.6,20.44M,0.97%
29/09/2016,7280.1,7327.2,7374.3,7248.8,21.16M,-0.64%
30/09/2016,7170.3,7225.2,7295.8,7154.6,43.33M,-1.51%
3/10/2016,6982,7170.3,7217.4,6982,41.12M,-2.63%
4/10/2016,6895.7,6935,7029.1,6762.4,77.34M,-1.24%
5/10/2016,6840.8,6903.6,6935,6833,30.66M,-0.80%
6/10/2016,6731,6825.1,6856.5,6676.1,34.65M,-1.61%
7/10/2016,6448.6,6731,6793.7,6354.4,74.26M,-4.20%
10/10/2016,6150.5,6432.9,6448.6,6150.5,36.43M,-4.62%
11/10/2016,6574.1,6166.2,6574.1,6166.2,54.14M,6.89%
12/10/2016,6401.5,6621.2,6683.9,6370.1,38.61M,-2.63%
13/10/2016,6479.9,6307.4,6519.2,6228.9,29.08M,1.22%
14/10/2016,6338.7,6432.9,6542.7,6338.7,26.85M,-2.18%
17/10/2016,6244.6,6307.4,6401.5,6244.6,16.75M,-1.48%
18/10/2016,6385.8,6213.2,6393.7,6213.2,24.18M,2.26%
19/10/2016,6472.1,6432.9,6574.1,6393.7,22.26M,1.35%
20/10/2016,6456.4,6495.6,6527,6417.2,9.80M,-0.24%
21/10/2016,6432.9,6448.6,6495.6,6417.2,13.62M,-0.36%
24/10/2016,6307.4,6432.9,6464.3,6307.4,17.66M,-1.95%
25/10/2016,6213.2,6307.4,6323,6158.3,20.72M,-1.49%
26/10/2016,6205.4,6213.2,6268.1,6126.9,15.66M,-0.13%
27/10/2016,6205.4,6213.2,6236.8,6158.3,10.03M,0.00%
28/10/2016,6401.5,6205.4,6448.6,6205.4,20.98M,3.16%
31/10/2016,6393.7,6448.6,6448.6,6307.4,13.61M,-0.12%
1/11/2016,6338.7,6354.4,6456.4,6338.7,9.33M,-0.86%
2/11/2016,6197.5,6338.7,6338.7,6197.5,17.25M,-2.23%
3/11/2016,6166.2,6197.5,6197.5,6095.5,20.98M,-0.51%
4/11/2016,6213.2,6197.5,6244.6,6181.8,9.34M,0.76%
7/11/2016,6448.6,6268.1,6464.3,6228.9,25.32M,3.79%
8/11/2016,6511.3,6479.9,6558.4,6464.3,28.67M,0.97%
9/11/2016,6425,6511.3,6511.3,6197.5,57.80M,-1.33%
10/11/2016,6511.3,6558.4,6566.2,6503.5,23.35M,1.34%
11/11/2016,6425,6464.3,6495.6,6401.5,20.93M,-1.33%
14/11/2016,6464.3,6401.5,6495.6,6393.7,24.50M,0.61%
15/11/2016,6589.8,6464.3,6636.8,6464.3,28.18M,1.94%
16/11/2016,6605.5,6589.8,6691.8,6574.1,25.95M,0.24%
17/11/2016,6558.4,6589.8,6660.4,6542.7,18.76M,-0.71%
18/11/2016,6479.9,6542.7,6597.6,6464.3,19.05M,-1.20%
21/11/2016,6589.8,6495.6,6589.8,6448.6,20.29M,1.70%
22/11/2016,6574.1,6652.5,6660.4,6558.4,18.51M,-0.24%
23/11/2016,6534.9,6574.1,6636.8,6527,13.55M,-0.60%
24/11/2016,6542.7,6558.4,6629,6527,15.49M,0.12%
25/11/2016,6550.6,6589.8,6621.2,6527,19.90M,0.12%
28/11/2016,6385.8,6542.7,6550.6,6354.4,18.76M,-2.52%
29/11/2016,6330.9,6385.8,6417.2,6307.4,17.91M,-0.86%
30/11/2016,6605.5,6315.2,6668.2,6307.4,37.71M,4.34%
1/12/2016,6550.6,6636.8,6668.2,6550.6,26.97M,-0.83%
2/12/2016,6621.2,6574.1,6644.7,6558.4,29.29M,1.08%
5/12/2016,6652.5,6636.8,6754.5,6621.2,37.48M,0.47%
6/12/2016,6417.2,6668.2,6683.9,6370.1,30.44M,-3.54%
7/12/2016,6409.3,6417.2,6495.6,6401.5,18.35M,-0.12%
8/12/2016,6417.2,6425,6495.6,6409.3,11.74M,0.12%
9/12/2016,6417.2,6417.2,6487.8,6401.5,15.75M,0.00%
12/12/2016,6385.8,6409.3,6417.2,6354.4,14.82M,-0.49%
13/12/2016,6362.3,6385.8,6409.3,6323,16.50M,-0.37%
14/12/2016,6534.9,6362.3,6558.4,6362.3,16.17M,2.71%
15/12/2016,6479.9,6527,6542.7,6448.6,11.24M,-0.84%
16/12/2016,6558.4,6464.3,6605.5,6464.3,22.65M,1.21%
19/12/2016,6511.3,6558.4,6613.3,6487.8,14.92M,-0.72%
20/12/2016,6479.9,6511.3,6550.6,6472.1,8.06M,-0.48%
21/12/2016,6574.1,6511.3,6613.3,6495.6,14.77M,1.45%
22/12/2016,6668.2,6605.5,6778.1,6589.8,37.62M,1.43%
23/12/2016,6738.8,6668.2,6778.1,6605.5,26.21M,1.06%
26/12/2016,6872.2,6809.4,6880,6793.7,23.50M,1.98%
27/12/2016,6770.2,6872.2,6887.9,6770.2,23.53M,-1.48%
28/12/2016,6840.8,6778.1,6864.4,6770.2,21.29M,1.04%
29/12/2016,6778.1,6825.1,6848.7,6778.1,12.41M,-0.92%
30/12/2016,6770.2,6778.1,6817.3,6770.2,12.09M,-0.12%
3/1/2017,6903.6,6793.7,6927.1,6778.1,18.70M,1.97%
4/1/2017,6903.6,6950.6,6982,6880,14.41M,0.00%
5/1/2017,6919.3,6911.4,6950.6,6903.6,18.54M,0.23%
6/1/2017,6809.4,6935,6974.2,6778.1,25.82M,-1.59%
9/1/2017,6770.2,6825.1,6840.8,6738.8,16.08M,-0.58%
10/1/2017,6880,6778.1,6919.3,6778.1,18.33M,1.62%
11/1/2017,6903.6,6880,6903.6,6825.1,10.25M,0.34%
12/1/2017,6848.7,6935,6935,6848.7,11.16M,-0.80%
13/01/2017,6778.1,6825.1,6848.7,6778.1,15.84M,-1.03%
16/01/2017,6589.8,6770.2,6793.7,6589.8,25.43M,-2.78%
17/01/2017,6589.8,6589.8,6660.4,6550.6,15.74M,0.00%
18/01/2017,6527,6589.8,6629,6527,17.24M,-0.95%
19/01/2017,6503.5,6479.9,6566.2,6472.1,11.72M,-0.36%
20/01/2017,6621.2,6511.3,6644.7,6511.3,7.29M,1.81%
23/01/2017,6589.8,6605.5,6668.2,6589.8,7.34M,-0.47%
24/01/2017,6589.8,6621.2,6621.2,6581.9,7.17M,0.00%
25/01/2017,6636.8,6589.8,6676.1,6589.8,5.57M,0.71%
2/2/2017,6699.6,6668.2,6699.6,6621.2,10.53M,0.95%
3/2/2017,6778.1,6919.3,6982,6778.1,33.17M,1.17%
6/2/2017,6919.3,6825.1,6919.3,6778.1,28.23M,2.08%
7/2/2017,6997.7,6935,7068.3,6935,53.51M,1.13%
8/2/2017,7005.6,7029.1,7029.1,6950.6,19.85M,0.11%
9/2/2017,6989.9,7044.8,7084,6974.2,35.40M,-0.22%
10/2/2017,6958.5,6974.2,7044.8,6958.5,24.60M,-0.45%
13/02/2017,7021.3,6982,7044.8,6982,14.07M,0.90%
14/02/2017,7076.2,7060.5,7138.9,7029.1,27.79M,0.78%
15/02/2017,7084,7076.2,7123.2,7029.1,23.14M,0.11%
16/02/2017,7013.4,7115.4,7115.4,7013.4,27.58M,-1.00%
17/02/2017,6950.6,6982,6997.7,6872.2,33.40M,-0.90%
20/02/2017,6589.8,6715.3,6731,6527,81.38M,-5.19%
21/02/2017,6629,6566.2,6652.5,6534.9,26.56M,0.59%
22/02/2017,6307.4,6621.2,6644.7,6276,48.64M,-4.85%
23/02/2017,6370.1,6307.4,6417.2,6291.7,27.80M,0.99%
24/02/2017,6346.6,6354.4,6393.7,6291.7,14.75M,-0.37%
27/02/2017,6315.2,6338.7,6346.6,6252.4,24.25M,-0.49%
28/02/2017,6276,6354.4,6385.8,6276,14.49M,-0.62%
1/3/2017,6417.2,6268.1,6432.9,6181.8,23.35M,2.25%
2/3/2017,6589.8,6448.6,6597.6,6417.2,48.60M,2.69%
3/3/2017,6432.9,6589.8,6589.8,6432.9,10.93M,-2.38%
6/3/2017,6464.3,6432.9,6511.3,6401.5,15.73M,0.49%
7/3/2017,6464.3,6495.6,6511.3,6448.6,11.78M,0.00%
8/3/2017,6472.1,6464.3,6479.9,6448.6,12.37M,0.12%
9/3/2017,6589.8,6479.9,6613.3,6472.1,26.37M,1.82%
10/3/2017,6605.5,6589.8,6746.7,6581.9,36.90M,0.24%
13/03/2017,6605.5,6605.5,6621.2,6558.4,12.19M,0.00%
14/03/2017,6597.6,6621.2,6621.2,6589.8,9.81M,-0.12%
15/03/2017,6519.2,6589.8,6597.6,6503.5,15.86M,-1.19%
16/03/2017,6558.4,6558.4,6574.1,6542.7,6.07M,0.60%
17/03/2017,6479.9,6574.1,6613.3,6479.9,27.31M,-1.20%
20/03/2017,6566.2,6558.4,6581.9,6527,5.89M,1.33%
21/03/2017,6723.1,6668.2,6731,6652.5,22.00M,2.39%
22/03/2017,6652.5,6746.7,6762.4,6636.8,15.96M,-1.05%
23/03/2017,6707.5,6668.2,6731,6652.5,15.97M,0.83%
24/03/2017,6754.5,6746.7,6762.4,6707.5,18.05M,0.70%
27/03/2017,6754.5,6793.7,6801.6,6738.8,19.95M,0.00%
28/03/2017,6738.8,6746.7,6778.1,6683.9,18.11M,-0.23%
29/03/2017,6809.4,6746.7,6840.8,6723.1,36.13M,1.05%
30/03/2017,7048.7,7013.4,7142.8,6942.8,33.13M,3.51%
31/03/2017,7189.9,7060.5,7248.8,7060.5,13.88M,2.00%
3/4/2017,7519.4,7225.2,7531.2,7213.5,18.39M,4.58%
4/4/2017,7601.8,7531.2,7837.1,7519.4,31.52M,1.10%
5/4/2017,7401.7,7531.2,7542.9,7390,18.78M,-2.63%
7/4/2017,7495.9,7366.4,7542.9,7307.6,17.72M,1.27%
10/4/2017,7519.4,7531.2,7542.9,7437,17.68M,0.31%
11/4/2017,7507.6,7531.2,7542.9,7472.3,12.85M,-0.16%
12/4/2017,7437,7484.1,7495.9,7390,17.32M,-0.94%
13/04/2017,7413.5,7413.5,7472.3,7390,12.32M,-0.32%
14/04/2017,7272.3,7354.7,7401.7,7178.1,14.37M,-1.90%
17/04/2017,7178.1,7284.1,7307.6,7142.8,18.31M,-1.30%
18/04/2017,7119.3,7213.5,7225.2,7072.2,21.66M,-0.82%
19/04/2017,7284.1,7166.4,7295.8,7131.1,17.06M,2.31%
20/04/2017,7166.4,7284.1,7295.8,7166.4,8.87M,-1.62%
21/04/2017,7166.4,7154.6,7213.5,7107.5,8.04M,0.00%
24/04/2017,7072.2,7178.1,7189.9,7036.9,10.35M,-1.31%
25/04/2017,7013.4,7060.5,7107.5,6978.1,13.07M,-0.83%
26/04/2017,6872.2,6989.9,6989.9,6754.5,18.73M,-2.01%
27/04/2017,6942.8,6895.7,6989.9,6754.5,26.23M,1.03%
28/04/2017,6919.3,6872.2,6931,6860.4,31.57M,-0.34%
3/5/2017,6848.7,6919.3,6942.8,6848.7,9.48M,-1.02%
4/5/2017,6872.2,6860.4,6919.3,6848.7,10.47M,0.34%
5/5/2017,6872.2,6872.2,6895.7,6872.2,10.22M,0.00%
8/5/2017,6860.4,6872.2,6895.7,6848.7,13.58M,-0.17%
9/5/2017,6989.9,6884,7013.4,6848.7,17.46M,1.89%
10/5/2017,7060.5,7060.5,7119.3,7036.9,16.01M,1.01%
11/5/2017,7095.8,7084,7154.6,7084,16.32M,0.50%
12/5/2017,6989.9,7095.8,7107.5,6942.8,12.39M,-1.49%
15/05/2017,6942.8,6989.9,7001.6,6931,14.03M,-0.67%
16/05/2017,6825.1,6942.8,6954.6,6825.1,23.27M,-1.70%
17/05/2017,6836.9,6825.1,6919.3,6825.1,10.28M,0.17%
18/05/2017,6707.5,6825.1,6872.2,6707.5,16.04M,-1.89%
19/05/2017,6754.5,6754.5,6778.1,6683.9,10.55M,0.70%
22/05/2017,6801.6,6754.5,6895.7,6754.5,9.69M,0.70%
23/05/2017,6836.9,6848.7,6848.7,6801.6,13.77M,0.52%
24/05/2017,6907.5,6825.1,6931,6813.4,13.47M,1.03%
25/05/2017,6907.5,6919.3,6978.1,6884,8.52M,0.00%
26/05/2017,6872.2,6895.7,6919.3,6848.7,7.56M,-0.51%
29/05/2017,7013.4,6895.7,7036.9,6895.7,18.88M,2.05%
30/05/2017,6907.5,7025.2,7025.2,6907.5,13.87M,-1.51%
31/05/2017,7154.6,6895.7,7272.3,6895.7,34.15M,3.58%
1/6/2017,7131.1,7225.2,7225.2,7095.8,16.03M,-0.33%
2/6/2017,7060.5,7131.1,7142.8,7025.2,14.57M,-0.99%
5/6/2017,7048.7,7060.5,7119.3,7025.2,18.86M,-0.17%
6/6/2017,7178.1,7036.9,7178.1,7013.4,29.16M,1.84%
7/6/2017,7390,7213.5,7413.5,7213.5,33.62M,2.95%
8/6/2017,7413.5,7413.5,7460.6,7342.9,22.05M,0.32%
9/6/2017,7401.7,7401.7,7460.6,7366.4,16.17M,-0.16%
12/6/2017,7272.3,7378.2,7390,7248.8,18.01M,-1.75%
13/06/2017,7390,7248.8,7390,7237,15.31M,1.62%
14/06/2017,7448.8,7425.3,7472.3,7378.2,19.68M,0.80%
15/06/2017,7625.3,7448.8,7672.4,7448.8,48.04M,2.37%
16/06/2017,7755.2,7943.7,7968.9,7704.9,36.49M,1.70%
19/06/2017,7667.2,7792.9,7818,7642.1,17.55M,-1.13%
20/06/2017,7767.8,7642.1,7767.8,7642.1,12.88M,1.31%
21/06/2017,7692.3,7742.6,7742.6,7629.5,14.83M,-0.97%
22/06/2017,7730.1,7679.8,7755.2,7667.2,8.14M,0.49%
23/06/2017,7742.6,7742.6,7742.6,7667.2,11.61M,0.16%
26/06/2017,7755.2,7717.5,7780.3,7679.8,9.63M,0.16%
27/06/2017,7704.9,7755.2,7755.2,7692.3,10.25M,-0.65%
28/06/2017,7717.5,7704.9,7730.1,7679.8,7.51M,0.16%
29/06/2017,7830.6,7704.9,7906,7704.9,17.30M,1.47%
30/06/2017,8044.3,7893.5,8044.3,7843.2,28.10M,2.73%
3/7/2017,8295.7,8044.3,8547.1,8044.3,30.58M,3.13%
4/7/2017,8295.7,8295.7,8433.9,8258,18.41M,0.00%
5/7/2017,8270.5,8358.5,8358.5,8220.3,11.51M,-0.30%
6/7/2017,8371.1,8295.7,8421.4,8270.5,21.56M,1.22%
7/7/2017,8295.7,8421.4,8433.9,8283.1,20.26M,-0.90%
10/7/2017,8320.8,8295.7,8371.1,8283.1,20.62M,0.30%
11/7/2017,8270.5,8345.9,8345.9,8094.6,21.89M,-0.60%
12/7/2017,8295.7,8295.7,8345.9,8220.3,13.53M,0.30%
13/07/2017,8446.5,8308.2,8446.5,8270.5,11.48M,1.82%
14/07/2017,8471.6,8534.5,8660.2,8471.6,14.60M,0.30%
17/07/2017,8258,8484.2,8484.2,8170,19.38M,-2.52%
18/07/2017,8056.9,7994,8082,7918.6,29.30M,-2.44%
19/07/2017,7994,8056.9,8132.3,7994,15.19M,-0.78%
20/07/2017,7956.3,7893.5,7981.4,7742.6,22.43M,-0.47%
21/07/2017,7893.5,7931.2,7968.9,7868.3,17.54M,-0.79%
24/07/2017,7943.7,7830.6,7994,7818,11.67M,0.64%
25/07/2017,8044.3,7906,8094.6,7906,8.83M,1.27%
26/07/2017,8245.4,8094.6,8270.5,8056.9,10.66M,2.50%
27/07/2017,8157.4,8258,8258,8144.8,5.72M,-1.07%
28/07/2017,8157.4,8119.7,8232.8,8119.7,5.94M,0.00%
31/07/2017,8119.7,8069.4,8144.8,8006.6,11.80M,-0.46%
1/8/2017,8220.3,8044.3,8270.5,8044.3,14.54M,1.24%
2/8/2017,8119.7,8170,8207.7,8107.1,8.27M,-1.22%
3/8/2017,8119.7,8119.7,8170,8082,5.13M,0.00%
4/8/2017,8044.3,8094.6,8119.7,8031.7,6.09M,-0.93%
7/8/2017,8107.1,8044.3,8132.3,8019.1,5.70M,0.78%
8/8/2017,8119.7,8132.3,8157.4,8094.6,5.48M,0.16%
9/8/2017,8006.6,8069.4,8119.7,7981.4,9.15M,-1.39%
10/8/2017,8044.3,7994,8044.3,7981.4,7.25M,0.47%
11/8/2017,8220.3,8031.7,8232.8,8031.7,11.19M,2.19%
14/08/2017,8547.1,8220.3,8547.1,8207.7,24.61M,3.98%
15/08/2017,8421.4,8647.6,8647.6,8396.2,17.53M,-1.47%
16/08/2017,8609.9,8421.4,8609.9,8371.1,28.09M,2.24%
17/08/2017,8459.1,8609.9,8609.9,8459.1,11.88M,-1.75%
18/08/2017,8484.2,8421.4,8547.1,8383.7,11.62M,0.30%
21/08/2017,8320.8,8471.6,8484.2,8308.2,12.56M,-1.93%
22/08/2017,8358.5,8270.5,8408.8,8245.4,11.41M,0.45%
23/08/2017,8421.4,8308.2,8421.4,8283.1,7.98M,0.75%
24/08/2017,8471.6,8371.1,8509.3,8371.1,12.81M,0.60%
25/08/2017,8521.9,8446.5,8534.5,8433.9,21.69M,0.59%
28/08/2017,8647.6,8547.1,8647.6,8521.9,20.17M,1.48%
29/08/2017,8660.2,8622.5,8748.2,8609.9,19.69M,0.15%
30/08/2017,8760.7,8660.2,8798.4,8660.2,13.71M,1.16%
31/08/2017,8811,8748.2,8886.4,8748.2,15.02M,0.57%
1/9/2017,8823.6,8811,8848.7,8760.7,10.81M,0.14%
5/9/2017,8899,8823.6,8911.6,8785.9,12.44M,0.85%
6/9/2017,9049.8,8899,9049.8,8899,23.31M,1.69%
7/9/2017,8924.1,9075,9075,8873.9,20.33M,-1.39%
8/9/2017,9037.3,8924.1,9062.4,8861.3,16.07M,1.27%
11/9/2017,8873.9,9024.7,9049.8,8873.9,11.34M,-1.81%
12/9/2017,8911.6,8873.9,8911.6,8773.3,12.10M,0.42%
13/09/2017,9276.1,8974.4,9276.1,8949.3,22.68M,4.09%
14/09/2017,9225.8,9301.2,9376.6,9175.5,11.42M,-0.54%
15/09/2017,9301.2,9175.5,9313.8,9150.4,16.25M,0.82%
18/09/2017,9464.6,9376.6,9552.6,9364.1,17.77M,1.76%
19/09/2017,9552.6,9527.5,9716,9489.7,19.61M,0.93%
20/09/2017,9527.5,9565.2,9602.9,9477.2,11.76M,-0.26%
21/09/2017,9426.9,9552.6,9577.7,9376.6,16.49M,-1.06%
22/09/2017,9477.2,9414.3,9602.9,9389.2,12.68M,0.53%
25/09/2017,9426.9,9489.7,9489.7,9401.8,7.84M,-0.53%
26/09/2017,9401.8,9401.8,9452,9313.8,14.05M,-0.27%
27/09/2017,9477.2,9401.8,9514.9,9401.8,7.72M,0.80%
28/09/2017,9489.7,9489.7,9602.9,9477.2,11.30M,0.13%
29/09/2017,9778.8,9489.7,9791.4,9489.7,23.35M,3.05%
2/10/2017,9816.5,9791.4,9841.7,9716,16.59M,0.39%
3/10/2017,9753.7,9804,9866.8,9653.1,13.42M,-0.64%
4/10/2017,9967.4,9778.8,9967.4,9728.6,9.86M,2.19%
5/10/2017,9753.7,9967.4,10030.2,9753.7,20.47M,-2.14%
6/10/2017,9766.3,9753.7,9854.2,9678.3,11.95M,0.13%
9/10/2017,9917.1,9804,9917.1,9753.7,8.35M,1.54%
10/10/2017,9979.9,9917.1,9979.9,9892,7.62M,0.63%
11/10/2017,9942.2,9979.9,9992.5,9904.5,11.21M,-0.38%
12/10/2017,9929.7,9954.8,10055.4,9879.4,24.94M,-0.13%
13/10/2017,9791.4,9917.1,9942.2,9778.8,13.34M,-1.39%
16/10/2017,9552.6,9804,9804,9502.3,21.00M,-2.44%
17/10/2017,9804,9527.5,9804,9527.5,16.13M,2.63%
18/10/2017,9653.1,9804,9879.4,9602.9,12.49M,-1.54%
19/10/2017,9502.3,9552.6,9665.7,9489.7,14.75M,-1.56%
20/10/2017,9414.3,9502.3,9540,9276.1,19.68M,-0.93%
23/10/2017,9326.3,9326.3,9426.9,9213.2,13.60M,-0.93%
24/10/2017,9426.9,9414.3,9426.9,9313.8,9.72M,1.08%
25/10/2017,9389.2,9401.8,9477.2,9389.2,7.15M,-0.40%
26/10/2017,9301.2,9389.2,9389.2,9225.8,11.46M,-0.94%
27/10/2017,9477.2,9313.8,9477.2,9276.1,8.84M,1.89%
30/10/2017,9250.9,9502.3,9502.3,9250.9,12.20M,-2.39%
31/10/2017,9301.2,9250.9,9401.8,9125.2,13.79M,0.54%
1/11/2017,8974.4,9250.9,9276.1,8961.8,21.83M,-3.51%
2/11/2017,8748.2,8974.4,9100.1,8748.2,17.80M,-2.52%
3/11/2017,9100.1,8798.4,9100.1,8748.2,15.18M,4.02%
6/11/2017,9276.1,9175.5,9313.8,9150.4,11.16M,1.93%
7/11/2017,9276.1,9301.2,9301.2,9200.7,9.96M,0.00%
8/11/2017,9313.8,9276.1,9376.6,9213.2,17.73M,0.41%
9/11/2017,9313.8,9351.5,9364.1,9288.6,11.44M,0.00%
10/11/2017,9364.1,9351.5,9364.1,9276.1,10.33M,0.54%
13/11/2017,9213.2,9364.1,9364.1,9125.2,9.74M,-1.61%
14/11/2017,9401.8,9250.9,9502.3,9200.7,12.35M,2.05%
15/11/2017,9741.1,9426.9,9778.8,9414.3,22.70M,3.61%
16/11/2017,9716,9728.6,9854.2,9678.3,14.66M,-0.26%
17/11/2017,9602.9,9703.4,9728.6,9540,10.83M,-1.16%
20/11/2017,9401.8,9602.9,9602.9,9351.5,19.29M,-2.09%
21/11/2017,9439.5,9426.9,9552.6,9414.3,15.78M,0.40%
22/11/2017,9628,9527.5,9703.4,9502.3,15.40M,2.00%
23/11/2017,9602.9,9703.4,9728.6,9502.3,19.35M,-0.26%
24/11/2017,9829.1,9602.9,9854.2,9602.9,24.46M,2.36%
27/11/2017,9866.8,9854.2,9917.1,9791.4,20.13M,0.38%
28/11/2017,9904.5,9929.7,9967.4,9829.1,14.12M,0.38%
29/11/2017,9879.4,9879.4,9904.5,9804,14.19M,-0.25%
30/11/2017,10357,9954.8,10407.3,9954.8,43.92M,4.83%
1/12/2017,10432.4,10344.4,10482.7,10306.7,16.74M,0.73%
4/12/2017,10558.1,10407.3,10583.3,10382.2,16.96M,1.20%
5/12/2017,10457.6,10558.1,10621,10457.6,21.66M,-0.95%
6/12/2017,10621,10533,10621,10206.2,27.49M,1.56%
7/12/2017,10545.6,10621,10633.5,10457.6,15.14M,-0.71%
8/12/2017,10357,10533,10533,10331.9,13.51M,-1.79%
11/12/2017,10105.6,10206.2,10319.3,10105.6,14.48M,-2.43%
12/12/2017,9979.9,10130.8,10281.6,9552.6,26.47M,-1.24%
13/12/2017,10130.8,10155.9,10155.9,9979.9,16.02M,1.51%
14/12/2017,10218.8,10130.8,10256.5,10118.2,8.36M,0.87%
15/12/2017,10482.7,10294.2,10545.6,10294.2,21.20M,2.58%
18/12/2017,10809.5,10608.4,10809.5,10495.3,22.94M,3.12%
19/12/2017,10960.3,10910.1,11136.3,10847.2,28.42M,1.40%
20/12/2017,11060.9,10859.8,11186.6,10859.8,16.66M,0.92%
21/12/2017,11086,10985.5,11362.6,10985.5,23.62M,0.23%
22/12/2017,11148.9,11136.3,11287.1,11086,22.55M,0.57%
25/12/2017,11023.2,11148.9,11174,11010.6,8.99M,-1.13%
26/12/2017,11035.8,10935.2,11161.4,10922.6,14.25M,0.11%
27/12/2017,11412.8,11035.8,11463.1,11035.8,29.18M,3.42%
28/12/2017,11513.4,11412.8,11563.7,11287.1,12.67M,0.88%
29/12/2017,11777.3,11551.1,11789.9,11526,19.60M,2.29%
2/1/2018,11991,11789.9,12003.6,11676.8,15.73M,1.81%
3/1/2018,11965.9,12066.4,12192.1,11890.5,18.51M,-0.21%
4/1/2018,12116.7,12016.2,12167,11965.9,17.79M,1.26%
