date,price,open,high,low,vol,change
5/1/2018,12066.4,12091.6,12179.6,11978.4,14.03M,-0.42%
8/1/2018,12443.5,11991,12443.5,11940.7,14.19M,3.13%
9/1/2018,13298.2,12518.9,13298.2,12493.8,21.86M,6.87%
10/1/2018,12996.5,13449,13574.7,12720,23.89M,-2.27%
11/1/2018,12996.5,12946.3,13046.8,12669.7,20.26M,0.00%
12/1/2018,13097.1,13072,13298.2,12870.9,20.67M,0.77%
15/01/2018,13725.6,13046.8,13725.6,12971.4,13.06M,4.80%
16/01/2018,14077.5,13650.1,14077.5,13474.2,16.59M,2.56%
17/01/2018,13474.2,13926.7,14127.8,13474.2,19.27M,-4.29%
18/01/2018,14077.5,13423.9,14077.5,13273.1,21.24M,4.48%
19/01/2018,15007.6,14077.5,15057.9,13976.9,27.72M,6.61%
22/01/2018,15988,14957.3,16038.3,14957.3,25.54M,6.53%
25/01/2018,15460.1,16314.8,16340,15334.4,52.79M,-3.30%
26/01/2018,16063.4,15585.8,16214.3,15334.4,19.16M,3.90%
29/01/2018,15460.1,16214.3,16340,15460.1,19.55M,-3.76%
30/01/2018,15409.8,15208.7,15460.1,14706,39.45M,-0.33%
31/01/2018,15661.2,15409.8,16038.3,15334.4,21.24M,1.63%
1/2/2018,15334.4,15661.2,15837.2,15208.7,10.78M,-2.09%
2/2/2018,15359.6,15334.4,15435,15007.6,14.08M,0.16%
5/2/2018,14328.9,15057.9,15183.6,14328.9,28.05M,-6.71%
6/2/2018,14580.3,13348.5,14932.2,13348.5,57.39M,1.75%
7/2/2018,14957.3,15208.7,15460.1,14856.8,21.78M,2.59%
8/2/2018,15007.6,14957.3,15284.1,14781.4,17.76M,0.34%
9/2/2018,14655.7,14278.6,14932.2,14278.6,34.61M,-2.34%
12/2/2018,14781.4,14655.7,15007.6,14555.1,25.21M,0.86%
13/02/2018,15233.9,14831.7,15359.6,14831.7,20.24M,3.06%
21/02/2018,15083,15460.1,15535.5,15007.6,33.65M,-0.99%
22/02/2018,14806.5,14957.3,14982.5,14756.2,18.89M,-1.83%
23/02/2018,15485.2,14831.7,15585.8,14781.4,41.00M,4.58%
26/02/2018,16189.1,15812,16239.4,15636.1,33.58M,4.55%
27/02/2018,16113.7,16314.8,16314.8,15937.7,29.82M,-0.47%
28/02/2018,16591.3,15962.9,16591.3,15812,42.36M,2.96%
1/3/2018,16767.3,16566.2,17043.8,16340,24.98M,1.06%
2/3/2018,16666.8,16365.1,16767.3,16264.5,29.69M,-0.60%
5/3/2018,15510.4,16641.6,16666.8,15510.4,72.68M,-6.94%
6/3/2018,16063.4,15585.8,16113.7,14881.9,32.75M,3.57%
7/3/2018,15359.6,15460.1,16063.4,15208.7,25.73M,-4.38%
8/3/2018,15535.5,15309.3,15736.6,15108.2,18.31M,1.15%
9/3/2018,15460.1,15585.8,15686.4,15384.7,18.37M,-0.49%
12/3/2018,15585.8,15460.1,15686.4,15435,11.37M,0.81%
13/03/2018,15460.1,15560.7,15585.8,15384.7,11.21M,-0.81%
14/03/2018,15535.5,15560.7,15661.2,15510.4,10.17M,0.49%
15/03/2018,15233.9,15460.1,15460.1,15183.6,15.90M,-1.94%
16/03/2018,15133.3,15158.4,15309.3,14982.5,36.92M,-0.66%
19/03/2018,15862.3,15334.4,16063.4,15334.4,20.00M,4.82%
20/03/2018,15460.1,15786.9,15812,15460.1,13.12M,-2.54%
21/03/2018,15837.2,15485.2,15937.7,15485.2,18.65M,2.44%
22/03/2018,15786.9,15837.2,16164,15711.5,25.23M,-0.32%
23/03/2018,15435,15208.7,15585.8,15208.7,20.78M,-2.23%
26/03/2018,14806.5,15259,15409.8,14706,42.41M,-4.07%
27/03/2018,14932.2,14731.1,15057.9,14731.1,22.22M,0.85%
28/03/2018,15057.9,14932.2,15133.3,14781.4,9.24M,0.84%
29/03/2018,15284.1,15083,15384.7,15032.8,14.12M,1.50%
30/03/2018,15183.6,15384.7,15409.8,15108.2,9.88M,-0.66%
2/4/2018,14831.7,15208.7,15233.9,14831.7,23.36M,-2.32%
3/4/2018,14706,14831.7,14957.3,14454.6,24.34M,-0.85%
4/4/2018,14831.7,14831.7,14907.1,14706,11.15M,0.85%
5/4/2018,14781.4,14907.1,14932.2,14731.1,8.01M,-0.34%
6/4/2018,15183.6,14756.2,15183.6,14706,18.78M,2.72%
9/4/2018,15284.1,15233.9,15384.7,15083,17.17M,0.66%
10/4/2018,15284.1,15284.1,15359.6,15108.2,17.83M,0.00%
11/4/2018,15208.7,15334.4,15585.8,15183.6,27.56M,-0.49%
12/4/2018,15510.4,15133.3,15560.7,15057.9,17.30M,1.98%
13/04/2018,15384.7,15585.8,15610.9,15309.3,12.55M,-0.81%
16/04/2018,15108.2,15208.7,15334.4,15108.2,8.35M,-1.80%
17/04/2018,15007.6,15183.6,15183.6,14831.7,12.91M,-0.67%
18/04/2018,14831.7,15057.9,15133.3,14831.7,10.57M,-1.17%
19/04/2018,14328.9,14731.1,14856.8,14328.9,19.62M,-3.39%
20/04/2018,14781.4,14328.9,14781.4,14127.8,12.64M,3.16%
23/04/2018,13976.9,14806.5,14806.5,13951.8,10.82M,-5.44%
24/04/2018,14077.5,13951.8,14303.7,13826.1,14.60M,0.72%
26/04/2018,13449,14077.5,14278.6,13348.5,17.83M,-4.46%
27/04/2018,13524.5,13449,13574.7,13021.7,19.68M,0.56%
2/5/2018,13675.3,13675.3,13926.7,13398.8,16.09M,1.12%
3/5/2018,13650.1,13650.1,13700.4,13423.9,20.41M,-0.18%
4/5/2018,13574.7,13775.8,13901.5,13549.6,9.96M,-0.55%
7/5/2018,14077.5,13675.3,14077.5,13549.6,14.46M,3.70%
8/5/2018,14328.9,14052.4,14555.1,13876.4,17.97M,1.79%
9/5/2018,14328.9,14278.6,14454.6,14102.6,7.73M,0.00%
10/5/2018,13876.4,14253.5,14303.7,13826.1,10.07M,-3.16%
11/5/2018,14002.1,13725.6,14027.2,13700.4,10.46M,0.91%
14/05/2018,14027.2,14102.6,14152.9,13826.1,10.73M,0.18%
15/05/2018,13926.7,14052.4,14127.8,13876.4,9.52M,-0.72%
16/05/2018,13574.7,13851.3,14127.8,13549.6,12.05M,-2.53%
17/05/2018,13323.3,13574.7,13625,13273.1,15.78M,-1.85%
18/05/2018,13549.6,13373.6,13549.6,13197.7,14.35M,1.70%
21/05/2018,13373.6,13700.4,13725.6,13373.6,9.07M,-1.30%
22/05/2018,12694.9,13298.2,13323.3,12694.9,24.15M,-5.07%
23/05/2018,12996.5,12644.6,13072,12644.6,12.62M,2.38%
24/05/2018,13172.5,13072,13172.5,12971.4,13.99M,1.35%
25/05/2018,13097.1,13172.5,13398.8,13021.7,20.50M,-0.57%
28/05/2018,12242.4,12720,13072,12242.4,20.34M,-6.53%
29/05/2018,13072,12242.4,13097.1,12242.4,19.10M,6.78%
30/05/2018,13273.1,13097.1,13423.9,12795.4,24.16M,1.54%
31/05/2018,14102.6,13298.2,14102.6,13273.1,35.39M,6.25%
1/6/2018,14328.9,14203.2,14429.4,14102.6,25.47M,1.60%
4/6/2018,15083,14555.1,15083,14404.3,21.64M,5.26%
5/6/2018,14831.7,15083,15133.3,14706,23.47M,-1.67%
6/6/2018,15284.1,14881.9,15334.4,14706,23.24M,3.05%
7/6/2018,15560.7,15334.4,15686.4,15284.1,20.88M,1.81%
8/6/2018,15409.8,15585.8,15585.8,15384.7,13.80M,-0.97%
11/6/2018,15233.9,15334.4,15510.4,15208.7,30.82M,-1.14%
12/6/2018,14957.3,15590.8,15590.8,14675.8,29.00M,-1.82%
13/06/2018,15274.1,14922.1,15344.5,14886.9,10.04M,2.12%
14/06/2018,14992.5,15414.9,15643.6,14974.9,18.00M,-1.84%
15/06/2018,15133.3,14957.3,15133.3,14711,13.20M,0.94%
18/06/2018,14147.9,15027.7,15027.7,14147.9,20.23M,-6.51%
19/06/2018,13496.8,13655.2,13901.5,13197.6,36.04M,-4.60%
20/06/2018,14077.5,13725.6,14077.5,13303.2,15.79M,4.30%
21/06/2018,13813.5,14059.9,14059.9,13725.6,10.62M,-1.88%
22/06/2018,14411.8,13725.6,14411.8,13655.2,19.65M,4.33%
25/06/2018,14605.4,14781.4,14834.2,14447,9.48M,1.34%
26/06/2018,14464.6,14288.7,14482.2,14077.5,7.32M,-0.96%
27/06/2018,13901.5,14394.2,14482.2,13901.5,9.24M,-3.89%
28/06/2018,13672.8,13655.2,14007.1,13584.8,11.66M,-1.65%
29/06/2018,13514.4,13655.2,13795.9,13356,14.16M,-1.16%
2/7/2018,13514.4,13373.6,13549.6,13021.7,17.04M,0.00%
3/7/2018,12775.3,13514.4,13655.2,12775.3,15.94M,-5.47%
4/7/2018,13056.9,12951.3,13180.1,12740.1,10.32M,2.20%
5/7/2018,12704.9,13056.9,13197.6,12599.4,11.63M,-2.70%
6/7/2018,12951.3,12687.3,13303.2,12388.2,14.45M,1.94%
9/7/2018,12564.2,13197.6,13197.6,12458.6,10.53M,-2.99%
10/7/2018,12493.8,12493.8,12704.9,12493.8,8.28M,-0.56%
11/7/2018,12106.6,12282.6,12458.6,11895.5,19.24M,-3.10%
12/7/2018,11877.9,11719.5,12018.7,11684.3,9.11M,-1.89%
13/07/2018,12529,12036.3,12546.6,11983.5,12.95M,5.48%
16/07/2018,12493.8,12704.9,12757.7,12441,9.11M,-0.28%
17/07/2018,12704.9,12317.8,12722.5,12317.8,9.25M,1.69%
18/07/2018,13092.1,12775.3,13144.9,12704.9,17.33M,3.05%
19/07/2018,13092.1,13180.1,13285.6,13056.9,9.62M,0.00%
20/07/2018,12916.1,12951.3,13021.7,12757.7,13.62M,-1.34%
23/07/2018,13004.1,13056.9,13232.8,12880.9,15.32M,0.68%
24/07/2018,12458.6,12986.5,13004.1,12353,33.53M,-4.19%
25/07/2018,12493.8,12458.6,12599.4,12388.2,15.67M,0.28%
26/07/2018,12845.7,12493.8,12845.7,12458.6,22.50M,2.82%
27/07/2018,13127.3,12933.7,13144.9,12792.9,13.17M,2.19%
30/07/2018,13039.3,13232.8,13303.2,12986.5,16.54M,-0.67%
31/07/2018,13144.9,12986.5,13250.4,12863.3,15.80M,0.81%
1/8/2018,13232.8,13162.5,13426.4,13127.3,18.78M,0.67%
2/8/2018,13109.7,13197.6,13197.6,12845.7,16.63M,-0.93%
3/8/2018,12775.3,13197.6,13215.2,12775.3,16.29M,-2.55%
6/8/2018,12722.5,12792.9,12792.9,12529,12.72M,-0.41%
7/8/2018,12722.5,12722.5,12722.5,12599.4,13.32M,0.00%
8/8/2018,12916.1,12740.1,12968.9,12704.9,9.40M,1.52%
9/8/2018,12863.3,12986.5,13092.1,12845.7,12.56M,-0.41%
10/8/2018,13021.7,12828.1,13056.9,12828.1,11.52M,1.23%
13/08/2018,13479.2,12986.5,13496.8,12916.1,31.21M,3.51%
14/08/2018,13549.6,13549.6,13690.4,13461.6,14.55M,0.52%
15/08/2018,13197.6,13549.6,13637.6,13127.3,12.83M,-2.60%
16/08/2018,13197.6,13021.7,13268,13004.1,19.15M,0.00%
17/08/2018,13268,13338.4,13444,13180.1,10.25M,0.53%
20/08/2018,13109.7,13268,13268,13074.5,9.70M,-1.19%
21/08/2018,13197.6,13056.9,13197.6,13039.3,9.37M,0.67%
22/08/2018,13373.6,13232.8,13514.4,13180.1,16.58M,1.33%
23/08/2018,13408.8,13338.4,13496.8,13338.4,10.54M,0.26%
24/08/2018,13496.8,13373.6,13514.4,13303.2,15.54M,0.66%
27/08/2018,13708,13584.8,13831.1,13549.6,14.97M,1.56%
28/08/2018,14042.3,13725.6,14147.9,13725.6,30.15M,2.44%
29/08/2018,13936.7,14077.5,14306.3,13936.7,18.83M,-0.75%
30/08/2018,13954.3,13936.7,14007.1,13778.3,17.65M,0.13%
31/08/2018,14059.9,14007.1,14200.7,13936.7,16.79M,0.76%
4/9/2018,13725.6,13971.9,14042.3,13725.6,12.25M,-2.38%
5/9/2018,13584.8,13655.2,13813.5,13549.6,12.68M,-1.03%
6/9/2018,13602.4,13584.8,13795.9,13549.6,12.28M,0.13%
7/9/2018,13971.9,13584.8,14007.1,13584.8,14.80M,2.72%
10/9/2018,13795.9,13954.3,14007.1,13795.9,7.05M,-1.26%
11/9/2018,14077.5,13743.2,14147.9,13743.2,18.94M,2.04%
12/9/2018,13901.5,14112.7,14165.5,13901.5,15.35M,-1.25%
13/09/2018,13989.5,13971.9,14165.5,13901.5,13.01M,0.63%
14/09/2018,13901.5,14007.1,14095.1,13901.5,12.74M,-0.63%
17/09/2018,13883.9,13831.1,13954.3,13778.3,6.50M,-0.13%
18/09/2018,13883.9,13795.9,13883.9,13655.2,19.94M,0.00%
19/09/2018,13954.3,14007.1,14042.3,13936.7,12.29M,0.51%
20/09/2018,14394.2,14042.3,14394.2,13971.9,27.31M,3.15%
21/09/2018,14535,14429.4,14570.2,14306.3,39.08M,0.98%
24/09/2018,14535,14675.8,14675.8,14464.6,12.13M,0.00%
25/09/2018,14517.4,14429.4,14570.2,14376.6,12.25M,-0.12%
26/09/2018,14429.4,14517.4,14587.8,14429.4,13.73M,-0.61%
27/09/2018,14623,14499.8,14640.6,14464.6,15.31M,1.34%
28/09/2018,14886.9,14640.6,14904.5,14605.4,26.33M,1.80%
1/10/2018,14922.1,14886.9,15115.7,14799,18.66M,0.24%
2/10/2018,14535,14693.4,14799,14482.2,29.03M,-2.59%
3/10/2018,14535,14429.4,14640.6,14429.4,13.67M,0.00%
4/10/2018,14570.2,14499.8,14570.2,14394.2,32.60M,0.24%
5/10/2018,14587.8,14570.2,14746.2,14499.8,16.56M,0.12%
8/10/2018,14499.8,14499.8,14587.8,14447,10.24M,-0.60%
9/10/2018,14429.4,14605.4,14605.4,14429.4,10.15M,-0.49%
10/10/2018,14570.2,14464.6,14693.4,14411.8,18.46M,0.98%
11/10/2018,14042.3,14112.7,14288.7,13831.1,43.78M,-3.62%
12/10/2018,14359,13866.3,14359,13866.3,18.06M,2.26%
15/10/2018,14200.7,14323.8,14323.8,14147.9,11.55M,-1.10%
16/10/2018,14341.4,14200.7,14341.4,14200.7,7.96M,0.99%
17/10/2018,14429.4,14499.8,14517.4,14376.6,14.03M,0.61%
18/10/2018,14429.4,14429.4,14482.2,14323.8,11.18M,0.00%
19/10/2018,14341.4,14323.8,14447,14218.3,13.67M,-0.61%
22/10/2018,14112.7,14359,14411.8,14112.7,7.02M,-1.59%
23/10/2018,13901.5,14059.9,14059.9,13690.4,27.41M,-1.50%
24/10/2018,13795.9,13795.9,14042.3,13795.9,14.27M,-0.76%
25/10/2018,13725.6,13373.6,13778.3,13320.8,19.83M,-0.51%
26/10/2018,13690.4,13831.1,13936.7,13690.4,14.09M,-0.26%
29/10/2018,13672.8,13602.4,13690.4,13584.8,12.21M,-0.13%
30/10/2018,13620,13584.8,13848.7,13584.8,7.35M,-0.39%
31/10/2018,14165.5,13760.7,14165.5,13743.2,11.61M,4.01%
1/11/2018,13936.7,14042.3,14059.9,13866.3,6.14M,-1.62%
2/11/2018,14077.5,14077.5,14130.3,14007.1,9.84M,1.01%
5/11/2018,14077.5,13936.7,14077.5,13901.5,6.12M,0.00%
6/11/2018,13936.7,14112.7,14130.3,13936.7,4.65M,-1.00%
7/11/2018,13778.3,13936.7,14007.1,13778.3,7.70M,-1.14%
8/11/2018,13690.4,14024.7,14024.7,13690.4,7.67M,-0.64%
9/11/2018,13232.8,13584.8,13672.8,13232.8,15.63M,-3.34%
12/11/2018,13215.2,13232.8,13285.6,13074.5,7.68M,-0.13%
13/11/2018,12986.5,13021.7,13127.3,12951.3,14.79M,-1.73%
14/11/2018,12599.4,12968.9,12968.9,12405.8,22.65M,-2.98%
15/11/2018,12317.8,12493.8,12652.1,12229.8,18.70M,-2.24%
16/11/2018,12388.2,12493.8,12564.2,12335.4,6.36M,0.57%
19/11/2018,12476.2,12493.8,12599.4,12370.6,4.56M,0.71%
20/11/2018,12845.7,12529,12898.5,12458.6,15.63M,2.96%
21/11/2018,12845.7,12687.3,12951.3,12669.7,10.42M,0.00%
22/11/2018,12599.4,12880.9,12933.7,12599.4,7.51M,-1.92%
23/11/2018,12511.4,12599.4,12669.7,12493.8,5.63M,-0.70%
26/11/2018,12529,12529,12740.1,12511.4,6.78M,0.14%
27/11/2018,12529,12599.4,12740.1,12529,5.19M,0.00%
28/11/2018,12388.2,12564.2,12617,12300.2,11.20M,-1.12%
29/11/2018,12036.3,12458.6,12546.6,12036.3,11.11M,-2.84%
30/11/2018,11684.3,11965.9,11965.9,11684.3,20.45M,-2.92%
3/12/2018,12247.4,11965.9,12317.8,11965.9,10.32M,4.82%
4/12/2018,12177,12317.8,12388.2,12053.9,11.80M,-0.57%
5/12/2018,12423.4,12089,12493.8,12053.9,22.15M,2.02%
6/12/2018,12177,12353,12458.6,12141.8,12.68M,-1.98%
7/12/2018,12194.6,12282.6,12317.8,12159.4,9.21M,0.14%
10/12/2018,11877.9,12141.8,12177,11842.7,14.78M,-2.60%
11/12/2018,11772.3,11825.1,11948.3,11543.5,19.11M,-0.89%
12/12/2018,11825.1,11789.9,11877.9,11613.9,9.81M,0.45%
13/12/2018,11965.9,11913.1,12001.1,11860.3,15.00M,1.19%
14/12/2018,11789.9,11948.3,11948.3,11754.7,10.58M,-1.47%
17/12/2018,11402.8,11789.9,11789.9,11402.8,12.27M,-3.28%
18/12/2018,10945.3,11156.4,11279.6,10786.9,22.34M,-4.01%
19/12/2018,10452.5,10945.3,11050.8,10206.2,30.03M,-4.50%
20/12/2018,10540.5,10417.3,10610.9,10311.8,16.70M,0.84%
21/12/2018,10540.5,10311.8,10558.1,10311.8,12.21M,0.00%
24/12/2018,10734.1,10540.5,10734.1,10540.5,8.93M,1.84%
25/12/2018,10698.9,10434.9,10698.9,10188.6,13.14M,-0.33%
26/12/2018,10663.7,10698.9,10698.9,10470.1,10.48M,-0.33%
27/12/2018,10892.5,10857.3,10945.3,10663.7,13.34M,2.15%
28/12/2018,10892.5,10839.7,10892.5,10734.1,20.46M,0.00%
2/1/2019,10839.7,10874.9,11068.4,10839.7,11.49M,-0.48%
3/1/2019,10382.2,10822.1,10874.9,10382.2,18.83M,-4.22%
4/1/2019,10452.5,10347,10558.1,10100.6,15.99M,0.68%
7/1/2019,10329.4,10663.7,10681.3,10259,6.81M,-1.18%
8/1/2019,10153.4,10347,10382.2,10100.6,8.63M,-1.70%
9/1/2019,10382.2,10206.2,10487.7,10206.2,5.14M,2.25%
10/1/2019,10487.7,10417.3,10593.3,10382.2,4.88M,1.02%
11/1/2019,10329.4,10487.7,10522.9,10329.4,7.28M,-1.51%
14/01/2019,10311.8,10347,10364.6,10153.4,8.83M,-0.17%
15/01/2019,10311.8,10311.8,10417.3,10259,7.23M,0.00%
16/01/2019,10364.6,10347,10434.9,10259,8.16M,0.51%
17/01/2019,10171,10364.6,10364.6,10171,5.36M,-1.87%
18/01/2019,10276.6,10311.8,10364.6,10259,5.81M,1.04%
21/01/2019,10399.7,10311.8,10470.1,10276.6,5.25M,1.20%
22/01/2019,10382.2,10452.5,10505.3,10364.6,4.56M,-0.17%
23/01/2019,10575.7,10347,10698.9,10329.4,10.37M,1.86%
24/01/2019,10505.3,10593.3,10698.9,10505.3,6.54M,-0.67%
25/01/2019,10452.5,10558.1,10593.3,10399.7,4.41M,-0.50%
28/01/2019,10470.1,10487.7,10487.7,10417.3,4.69M,0.17%
29/01/2019,10452.5,10505.3,10505.3,10382.2,4.97M,-0.17%
30/01/2019,10206.2,10417.3,10417.3,10153.4,18.52M,-2.36%
31/01/2019,9748.7,10206.2,10259,9713.5,19.63M,-4.48%
1/2/2019,9607.9,9801.5,9924.6,9502.3,19.44M,-1.44%
11/2/2019,10171,9766.3,10171,9713.5,7.77M,5.86%
12/2/2019,10382.2,10171,10505.3,10118.2,21.77M,2.08%
13/02/2019,10874.9,10382.2,10945.3,10382.2,30.33M,4.75%
14/02/2019,10910.1,10874.9,11015.6,10839.7,17.67M,0.32%
15/02/2019,11121.2,10910.1,11438,10839.7,25.53M,1.93%
18/02/2019,11314.8,11297.2,11455.6,11244.4,17.45M,1.74%
19/02/2019,11156.4,11420.4,11438,11138.8,16.17M,-1.40%
20/02/2019,11332.4,11156.4,11367.6,11138.8,16.09M,1.58%
21/02/2019,11508.4,11367.6,11508.4,11226.8,16.45M,1.55%
22/02/2019,11930.7,11490.8,11948.3,11455.6,22.64M,3.67%
25/02/2019,12247.4,12124.2,12511.4,12036.3,32.26M,2.65%
26/02/2019,12141.8,12247.4,12458.6,12053.9,20.21M,-0.86%
27/02/2019,12106.6,12300.2,12300.2,12018.7,13.69M,-0.29%
28/02/2019,11825.1,12159.4,12177,11825.1,19.04M,-2.33%
1/3/2019,12053.9,11825.1,12053.9,11825.1,12.62M,1.93%
4/3/2019,12441,12229.8,12441,12212.2,13.74M,3.21%
5/3/2019,12335.4,12353,12529,12300.2,15.62M,-0.85%
6/3/2019,12317.8,12317.8,12388.2,12106.6,9.24M,-0.14%
7/3/2019,12001.1,12317.8,12335.4,12001.1,12.47M,-2.57%
8/3/2019,11948.3,11789.9,12071.5,11754.7,12.74M,-0.44%
11/3/2019,11895.5,12036.3,12036.3,11825.1,13.30M,-0.44%
12/3/2019,11913.1,12001.1,12018.7,11860.3,14.41M,0.15%
13/03/2019,12089,11965.9,12089,11930.7,8.76M,1.48%
14/03/2019,12036.3,12089,12194.6,11930.7,12.27M,-0.44%
15/03/2019,11226.8,11613.9,11649.1,11209.2,46.62M,-6.73%
18/03/2019,11209.2,11086,11402.8,10751.7,28.96M,-0.16%
19/03/2019,11226.8,11191.6,11244.4,10945.3,20.22M,0.16%
20/03/2019,11367.6,11086,11473.2,11086,15.40M,1.25%
21/03/2019,11262,11367.6,11420.4,11244.4,7.50M,-0.93%
22/03/2019,11244.4,11297.2,11332.4,11209.2,11.48M,-0.16%
25/03/2019,11050.8,10945.3,11138.8,10945.3,10.23M,-1.72%
26/03/2019,11121.2,11121.2,11174,11015.6,9.63M,0.64%
27/03/2019,11385.2,11226.8,11385.2,11138.8,6.95M,2.37%
28/03/2019,11420.4,11314.8,11420.4,11297.2,6.88M,0.31%
29/03/2019,11332.4,11455.6,11508.4,11226.8,17.89M,-0.77%
1/4/2019,11244.4,11279.6,11332.4,11226.8,10.05M,-0.78%
2/4/2019,11297.2,11332.4,11350,11244.4,4.92M,0.47%
3/4/2019,11297.2,11262,11314.8,11226.8,10.34M,0.00%
4/4/2019,11402.8,11314.8,11402.8,11262,7.57M,0.93%
5/4/2019,11438,11402.8,11490.8,11350,5.03M,0.31%
8/4/2019,11402.8,11438,11490.8,11367.6,3.78M,-0.31%
9/4/2019,11297.2,11420.4,11438,11262,7.90M,-0.93%
10/4/2019,11244.4,11262,11279.6,11138.8,6.04M,-0.47%
11/4/2019,11244.4,11262,11279.6,11209.2,4.15M,0.00%
12/4/2019,11279.6,11244.4,11279.6,11209.2,4.32M,0.31%
16/04/2019,11174,11226.8,11262,11103.6,4.23M,-0.94%
17/04/2019,11121.2,11174,11209.2,11086,5.09M,-0.47%
18/04/2019,11015.6,11050.8,11103.6,11015.6,6.54M,-0.95%
19/04/2019,11121.2,11033.2,11156.4,11033.2,3.32M,0.96%
22/04/2019,11209.2,11033.2,11297.2,11033.2,4.99M,0.79%
23/04/2019,11226.8,11262,11262,11209.2,4.62M,0.16%
24/04/2019,11737.1,11262,11737.1,11226.8,15.88M,4.55%
25/04/2019,11649.1,11789.9,11842.7,11613.9,11.21M,-0.75%
26/04/2019,11825.1,11684.3,11895.5,11649.1,7.72M,1.51%
2/5/2019,11965.9,11860.3,11965.9,11719.5,10.42M,1.19%
3/5/2019,12018.7,11965.9,12106.6,11860.3,9.57M,0.44%
6/5/2019,11772.3,11754.7,11895.5,11684.3,12.32M,-2.05%
7/5/2019,11789.9,11895.5,11895.5,11754.7,7.72M,0.15%
8/5/2019,11666.7,11701.9,11719.5,11613.9,7.70M,-1.04%
9/5/2019,11578.7,11631.5,11701.9,11473.2,5.78M,-0.75%
10/5/2019,11561.1,11649.1,11684.3,11473.2,5.23M,-0.15%
13/05/2019,11279.6,11596.3,11596.3,11262,10.43M,-2.43%
14/05/2019,11402.8,11156.4,11402.8,11156.4,4.98M,1.09%
15/05/2019,11402.8,11402.8,11508.4,11367.6,6.95M,0.00%
16/05/2019,11367.6,11420.4,11508.4,11367.6,3.77M,-0.31%
17/05/2019,11350,11367.6,11402.8,11332.4,4.08M,-0.15%
20/05/2019,11543.5,11350,11631.5,11350,6.07M,1.70%
21/05/2019,11578.7,11596.3,11684.3,11543.5,5.88M,0.30%
22/05/2019,11613.9,11613.9,11754.7,11578.7,6.88M,0.30%
23/05/2019,11525.9,11613.9,11631.5,11490.8,6.94M,-0.76%
24/05/2019,11314.8,11438,11490.8,11314.8,10.04M,-1.83%
27/05/2019,11332.4,11297.2,11385.2,11297.2,4.65M,0.16%
28/05/2019,11279.6,11438,11438,11279.6,7.77M,-0.47%
29/05/2019,11438,11367.6,11438,11279.6,4.55M,1.40%
30/05/2019,11262,11438,11438,11244.4,11.48M,-1.54%
31/05/2019,11297.2,11262,11332.4,11262,9.29M,0.31%
3/6/2019,11086,11279.6,11297.2,11050.8,33.61M,-1.87%
4/6/2019,11117.7,11255,11346.5,11003.3,7.03M,0.29%
5/6/2019,10888.9,11163.4,11300.7,10843.2,6.29M,-2.06%
6/6/2019,10385.7,10934.7,10934.7,10225.5,14.92M,-4.62%
7/6/2019,10500,10522.9,10660.2,10454.3,10.74M,1.10%
10/6/2019,10477.2,10637.3,10705.9,10454.3,13.83M,-0.22%
11/6/2019,10522.9,10522.9,10614.4,10385.7,9.29M,0.44%
12/6/2019,10568.7,10477.2,10637.3,10454.3,6.60M,0.44%
13/06/2019,10522.9,10705.9,10705.9,10477.2,5.31M,-0.43%
14/06/2019,10500,10522.9,10545.8,10500,4.36M,-0.22%
17/06/2019,10271.3,10500,10522.9,10271.3,7.67M,-2.18%
18/06/2019,10545.8,10271.3,10568.7,10271.3,10.65M,2.67%
19/06/2019,10911.8,10728.8,10911.8,10660.2,17.62M,3.47%
20/06/2019,10797.4,11026.2,11026.2,10797.4,9.20M,-1.05%
21/06/2019,10843.2,10934.7,10934.7,10797.4,9.33M,0.42%
24/06/2019,10683.1,10888.9,11003.3,10660.2,6.51M,-1.48%
25/06/2019,10568.7,10614.4,10705.9,10522.9,6.92M,-1.07%
26/06/2019,10477.2,10545.8,10637.3,10477.2,4.01M,-0.87%
27/06/2019,10317,10477.2,10500,10317,7.91M,-1.53%
28/06/2019,10751.7,10317,10751.7,10271.3,8.26M,4.21%
1/7/2019,10522.9,10614.4,10660.2,10431.4,8.08M,-2.13%
2/7/2019,10339.9,10522.9,10522.9,10317,10.06M,-1.74%
3/7/2019,10134,10339.9,10362.8,10111.2,13.30M,-1.99%
4/7/2019,10202.7,10065.4,10294.2,10065.4,10.65M,0.68%
5/7/2019,10202.7,10202.7,10271.3,10134,6.46M,0.00%
8/7/2019,9951,10156.9,10202.7,9928.1,15.65M,-2.47%
9/7/2019,9768,9973.9,10042.5,9768,13.30M,-1.84%
10/7/2019,9768,9790.9,9951,9745.1,7.89M,0.00%
11/7/2019,9859.5,9790.9,9905.3,9790.9,6.54M,0.94%
12/7/2019,10019.7,9928.1,10065.4,9905.3,7.09M,1.62%
15/07/2019,9813.8,10065.4,10065.4,9813.8,8.22M,-2.05%
16/07/2019,9882.4,9882.4,9905.3,9813.8,7.32M,0.70%
17/07/2019,9768,9905.3,9905.3,9745.1,11.50M,-1.16%
18/07/2019,9585,9768,9790.9,9539.3,17.86M,-1.87%
19/07/2019,9424.9,9607.9,9699.4,9333.4,23.55M,-1.67%
22/07/2019,9493.5,9424.9,9699.4,9287.6,14.50M,0.73%
23/07/2019,9928.1,9516.4,9951,9516.4,18.98M,4.58%
