date,price,Open,High,Low,Vol.,Change %
8/11/2016,6300,6100,6300,6100,6.95M,6.78%
8/12/2016,6500,6500,6600,6200,5.96M,3.17%
8/15/2016,6900,6900,6900,6700,11.49M,6.15%
8/16/2016,6800,7100,7100,6600,5.58M,-1.45%
8/17/2016,6400,6600,6600,6400,4.20M,-5.88%
8/18/2016,6000,6000,6200,6000,6.33M,-6.25%
8/19/2016,6400,6100,6400,6100,2.67M,6.67%
8/22/2016,6300,6000,6600,6000,12.52M,-1.56%
8/23/2016,6300,6200,6300,6100,2.85M,0.00%
8/24/2016,6200,6200,6400,6100,2.61M,-1.59%
8/25/2016,6000,6100,6200,5900,4.59M,-3.23%
8/26/2016,6400,6200,6400,6100,6.34M,6.67%
8/29/2016,6300,6600,6700,6300,5.45M,-1.56%
8/30/2016,6300,6200,6400,6100,2.22M,0.00%
8/31/2016,6300,6200,6300,6100,2.19M,0.00%
9/1/2016,6000,6200,6200,5900,3.87M,-4.76%
9/5/2016,5600,5900,6000,5600,6.13M,-6.67%
9/6/2016,5800,5600,5800,5500,1.83M,3.57%
9/7/2016,5700,5800,5800,5500,1.61M,-1.72%
9/8/2016,5700,5600,5800,5500,2.70M,0.00%
9/9/2016,5600,5700,5700,5500,3.20M,-1.75%
9/12/2016,5400,5600,5600,5400,1.80M,-3.57%
9/13/2016,5200,5400,5480,5110,2.17M,-3.70%
9/14/2016,5200,5100,5390,5090,2.63M,0.00%
9/15/2016,5300,5200,5560,5170,3.28M,1.92%
9/16/2016,4930,5300,5450,4930,7.94M,-6.98%
9/19/2016,5010,5000,5100,4930,3.24M,1.62%
9/20/2016,5070,5100,5100,5010,2.11M,1.20%
9/21/2016,5130,5070,5200,5000,1.95M,1.18%
9/22/2016,5140,5130,5150,5100,1.83M,0.19%
9/23/2016,5130,5140,5140,5050,1.74M,-0.19%
9/26/2016,5150,5080,5150,5080,1.59M,0.39%
9/27/2016,5280,5200,5310,5190,5.67M,2.52%
9/28/2016,5310,5320,5480,5310,4.26M,0.57%
9/29/2016,5250,5350,5390,5250,2.24M,-1.13%
9/30/2016,5250,5190,5250,5150,2.43M,0.00%
10/3/2016,5210,5250,5250,5170,2.10M,-0.76%
10/4/2016,5150,5210,5250,5150,1.01M,-1.15%
10/5/2016,5110,5200,5200,5110,1.46M,-0.78%
10/6/2016,5140,5110,5260,5110,2.02M,0.59%
10/7/2016,5130,5140,5160,5120,1.28M,-0.19%
10/10/2016,5130,5130,5130,5090,1.65M,0.00%
10/11/2016,5100,5120,5130,5020,2.18M,-0.58%
10/12/2016,5160,5090,5390,5070,2.72M,1.18%
10/13/2016,5270,5280,5290,5160,2.43M,2.13%
10/14/2016,5630,5270,5630,5270,5.60M,6.83%
10/17/2016,5630,5940,5950,5630,5.49M,0.00%
10/18/2016,5390,5600,5630,5390,3.41M,-4.26%
10/19/2016,5350,5400,5490,5300,3.11M,-0.74%
10/20/2016,5350,5350,5400,5300,2.62M,0.00%
10/21/2016,5300,5320,5360,5300,1.81M,-0.93%
10/24/2016,5270,5210,5400,5210,2.35M,-0.57%
10/25/2016,5300,5250,5300,5210,1.68M,0.57%
10/26/2016,5250,5250,5320,5230,1.40M,-0.94%
10/27/2016,5240,5250,5270,5220,1.05M,-0.19%
10/28/2016,5370,5240,5540,5240,2.39M,2.48%
